anuncio/propriedade,tipo,freguesia,concelho,distrito,area(m²),valor renda(€/mes)
Apartamento T3 para arrendamento,Apartamento,Santa Marinha e São Pedro da Afurada,Vila Nova de Gaia,Porto,130.0,1800
Escritório para arrendar em Queluz de Baixo - Barcarena,Escritório,Barcarena,Oeiras,Lisboa,125.0,1000
Apartamento T2 para arrendamento,Apartamento,Desconhecido,Avenidas Novas,Lisboa,107.9,3600
"Armazém para arrendar em Lisboa, Arroios",Armazém,Desconhecido,Arroios,Lisboa,1100.0,13000
Alugo loja no centro historico,Escritório,Desconhecido,Vila do Conde,Porto,110.0,350
Escritório Matosinhos Centro,Escritório,Matosinhos e Leça da Palmeira,Matosinhos,Porto,298.0,4470
T2+1 na Povoa de Varzim para professores -Junto às Escolas,Apartamento,Póvoa de Varzim,Beiriz e Argivai,"Povoa de Varzim, Porto",100.0,600
**Loja 670M2 – Centro da Cidade**,Loja,Leiria,Pousos,"Barreira e Cortes, Leiria",114.0,4500
T1 Férias Edifício Panoramic parque das nações/ curta duração,Apartamento,Desconhecido,Parque das Nações,Lisboa,70.0,1500
Loja com 100 metros,Escritório,São Gonçalo,Funchal,Ilha da Madeira,100.0,590
"Apartamento equipado, muito perto dos transportes, em Cacilhas.",Apartamento,Almada,Cova da Piedade,"Pragal e Cacilhas, Almada, Setúbal",60.0,1100
"Loja para arrendamento junto à EN125, 5km de Faro",Escritório,Desconhecido,Faro (Sé e São Pedro),Faro,100.0,750
"ARMAZÉM Arrendamento, Maia - São Pedro Avioso",Armazém,Castêlo da Maia,Maia,Porto,200.0,640
T2+1 na Povoa de Varzim para professores -Junto às Escolas,Apartamento,Póvoa de Varzim,Beiriz e Argivai,"Povoa de Varzim, Porto",100.0,600
"ARMAZÉM Arrendamento, Maia - gemunde",Armazém,Castêlo da Maia,Maia,Porto,100.0,390
Apartamento em Buarcos,Apartamento,Buarcos e São Julião,Figueira da Foz,Coimbra,65.0,640
"ARMAZÉM Arrendamento, Maia - Avioso (são pedro)",Armazém,Perafita,Lavra e Santa Cruz do Bispo,"Matosinhos, Porto",100.0,390
"Loja para arrendamento junto à EN125, 5km de Faro",Escritório,Desconhecido,Faro (Sé e São Pedro),Faro,100.0,750
"ESCRITÓRIO Arrendamento, Maia - Avioso (são pedro)",Escritório,Castêlo da Maia,Maia,Porto,20.0,160
Centro Maia,Apartamento,Cidade da Maia,Maia,Porto,65.0,750
"ARMAZÉM , vila do conde - aveleda",Armazém,Aveleda,Vila do Conde,Porto,150.0,520
"ARMAZÉM Arrendamento, vila do conde - aveleda",Armazém,Aveleda,Vila do Conde,Porto,250.0,730
Alugo t2 na zona do Porto,Apartamento,Pedrouços,Maia,Porto,40.0,800
"ARMAZÉM Arrendamento, Maia - São Pedro Avioso",Armazém,Castêlo da Maia,Maia,Porto,300.0,810
Arrendamento de curta e ou média duração,Apartamento,Costa da Caparica,Almada,Setúbal,55.0,850
"ARMAZÉM Arrendamento, Maia - gemunde",Armazém,Guilhabreu,Vila do Conde,Porto,150.0,600
Arrendo moradia independente,Moradia,Oliveira do Douro,Vila Nova de Gaia,Porto,130.0,850
"ARMAZÉM Arrendamento, Maia - São Pedro",Armazém,Castêlo da Maia,Maia,Porto,40.0,230
Escritório para arrendar em Queluz de Baixo - Barcarena,Escritório,Barcarena,Oeiras,Lisboa,125.0,1000
"ARMAZÉM Arrendamento, vila do conde - aveleda",Armazém,Guilhabreu,Vila do Conde,Porto,200.0,640
"Apartamento equipado, muito perto dos transportes, em Cacilhas.",Apartamento,Almada,Cova da Piedade,"Pragal e Cacilhas, Almada, Setúbal",60.0,1100
"ARMAZÉM Arrendamento, vila do conde - aveleda",Armazém,Aveleda,Vila do Conde,Porto,40.0,260
Apartamento T3 Carnaxide,Apartamento,Carnaxide e Queijas,Oeiras,Lisboa,120.0,1250
"Loja/ armazém, dois pisos - Edificio Bacchus, Centro Torres Vedras",Loja,Torres Vedras (São Pedro,Santiago,"Santa Maria do Castelo e São Miguel) e Matacães, Torres Vedras, Lisboa",147.0,425
T1 Férias Edifício Panoramic parque das nações/ curta duração,Apartamento,Desconhecido,Parque das Nações,Lisboa,70.0,1500
"Loja para arrendar em Lisboa, ao Rego",Loja,Desconhecido,Avenidas Novas,Lisboa,150.0,1500
Centro Maia,Apartamento,Cidade da Maia,Maia,Porto,65.0,750
Escritório para arrendar em Queluz de Baixo - Barcarena,Escritório,Barcarena,Oeiras,Lisboa,200.0,1600
T3 em Telheiras,Apartamento,Desconhecido,Lumiar,Lisboa,120.0,2100
T3 em Telheiras,Apartamento,Desconhecido,Lumiar,Lisboa,120.0,2100
T2 mobiliado no centro de Macedo,Apartamento,Desconhecido,Macedo de Cavaleiros,Bragança,70.0,330
Apartamento T3 Carnaxide,Apartamento,Carnaxide e Queijas,Oeiras,Lisboa,120.0,1250
Alugo loja no centro historico,Escritório,Desconhecido,Vila do Conde,Porto,110.0,350
Armazém Industrial,Armazém,Porto de Mós - São João Baptista e São Pedro,Porto de Mós,Leiria,980.0,3500
Escritório Matosinhos Centro,Escritório,Matosinhos e Leça da Palmeira,Matosinhos,Porto,298.0,4470
Armazém para arrendar em Évora,Armazém,Desconhecido,Malagueira e Horta das Figueiras,Évora,800.0,4500
**Loja 670M2 – Centro da Cidade**,Loja,Leiria,Pousos,"Barreira e Cortes, Leiria",114.0,4500
Armazém para arrendar em Évora,Armazém,Desconhecido,Malagueira e Horta das Figueiras,Évora,800.0,5000
"Armazém para arrendar em Lisboa, Arroios",Armazém,Desconhecido,Arroios,Lisboa,1100.0,13000
Transpasse,Loja,Albufeira e Olhos de Água,Albufeira,Faro,160.0,18000
Loja Avenidas Novas,Loja,Desconhecido,Avenidas Novas,Lisboa,2609.0,38130
Armazém para arrendar na Azambuja,Armazém,Desconhecido,Azambuja,Lisboa,2500.0,30000
Transpasse,Loja,Albufeira e Olhos de Água,Albufeira,Faro,160.0,18000
"Armazém para arrendar em Lisboa, Arroios",Armazém,Desconhecido,Arroios,Lisboa,1100.0,13000
Armazém para arrendar em Évora,Armazém,Desconhecido,Malagueira e Horta das Figueiras,Évora,800.0,5000
Armazém para arrendar em Évora,Armazém,Desconhecido,Malagueira e Horta das Figueiras,Évora,800.0,4500
**Loja 670M2 – Centro da Cidade**,Loja,Leiria,Pousos,"Barreira e Cortes, Leiria",114.0,4500
Escritório Matosinhos Centro,Escritório,Matosinhos e Leça da Palmeira,Matosinhos,Porto,298.0,4470
Armazém Industrial,Armazém,Porto de Mós - São João Baptista e São Pedro,Porto de Mós,Leiria,980.0,3500
Escritório Matosinhos Centro,Escritório,Matosinhos e Leça da Palmeira,Matosinhos,Porto,298.0,4470
Escritório para arrendar em Queluz de Baixo - Barcarena,Escritório,Barcarena,Oeiras,Lisboa,200.0,1600
Transpasse,Loja,Albufeira e Olhos de Água,Albufeira,Faro,160.0,18000
Escritório  para arrendamento,Escritório,Desconhecido,Belém,Lisboa,2.4,14400
"Loja para arrendar em Lisboa, ao Rego",Loja,Desconhecido,Avenidas Novas,Lisboa,150.0,1500
Arrendo moradia independente,Moradia,Oliveira do Douro,Vila Nova de Gaia,Porto,130.0,850
Escritório para arrendar em Queluz de Baixo - Barcarena,Escritório,Barcarena,Oeiras,Lisboa,125.0,1000
"BARREIRO,garagem,arrecadação/Armazém,self storage",Armazém,Alto do Seixalinho,Santo André e Verderena,"Barreiro, Setúbal",2.0,75
Salas para comércio e serviços,Escritório,Póvoa de Santa Iria e Forte da Casa,Vila Franca de Xira,Lisboa,12.0,250
T3 em Telheiras,Apartamento,Desconhecido,Lumiar,Lisboa,120.0,2100
Arrenda se Loja em Lamaçães,Loja,Nogueira,Fraião e Lamaçães,Braga,90.0,750
Apartamento T3 Carnaxide,Apartamento,Carnaxide e Queijas,Oeiras,Lisboa,120.0,1250
Mini armazéns,Armazém,Desconhecido,Bonfim,Porto,2.0,53
**Loja 670M2 – Centro da Cidade**,Loja,Leiria,Pousos,"Barreira e Cortes, Leiria",114.0,4500
"Armazém Rio Meão 1.850 m2 de área coberta, 2.750 m2 Logradouro e 10...",Armazém,Rio Meão,Santa Maria da Feira,Aveiro,2.0,6000
Alugo loja no centro historico,Escritório,Desconhecido,Vila do Conde,Porto,110.0,350
"Loja para arrendamento junto à EN125, 5km de Faro",Escritório,Desconhecido,Faro (Sé e São Pedro),Faro,100.0,750
T2 PARA ALUGAR LABRUGE (Vila do CONDE),Apartamento,São Mamede de Infesta e Senhora da Hora,Matosinhos,Porto,2.0,1100
Loja com 100 metros,Escritório,São Gonçalo,Funchal,Ilha da Madeira,100.0,590
Arrumos fechados,Armazém,Desconhecido,Bonfim,Porto,1.5,42
T2+1 na Povoa de Varzim para professores -Junto às Escolas,Apartamento,Póvoa de Varzim,Beiriz e Argivai,"Povoa de Varzim, Porto",100.0,600
T1 Férias Edifício Panoramic parque das nações/ curta duração,Apartamento,Desconhecido,Parque das Nações,Lisboa,70.0,1500
Loja arrenda-se Alenquer,Escritório,Alenquer (Santo Estêvão e Triana),Alenquer,Lisboa,70.0,450
Aluga-se Loja 400 metros da praia da rocha,Escritório,Desconhecido,Portimão,Faro,27.0,325
T2 mobiliado no centro de Macedo,Apartamento,Desconhecido,Macedo de Cavaleiros,Bragança,70.0,330
Centro Maia,Apartamento,Cidade da Maia,Maia,Porto,65.0,750
Aluga-se 1 casa e 2 armazéns,Moradia,Desconhecido,Montenegro,Faro,1.0,3500
Escritório para arrendar em Pombal,Escritório,Desconhecido,Pombal,Leiria,65.0,450
Arrendo T1 na rua de Faria Guimarães,Apartamento,Cedofeita,Santo Ildefonso,"Sé, Miragaia, São Nicolau e Vitória, Porto",1.0,820
Arrenda-se Armazem em Palhais,Armazém,Alto do Seixalinho,Santo André e Verderena,"Barreiro, Setúbal",200.0,1470
Apartamento em Buarcos,Apartamento,Buarcos e São Julião,Figueira da Foz,Coimbra,65.0,640
Casa t2 apenas empresa,Moradia,Grândola e Santa Margarida da Serra,Grândola,Setúbal,1.0,1200
"Apartamento equipado, muito perto dos transportes, em Cacilhas.",Apartamento,Almada,Cova da Piedade,"Pragal e Cacilhas, Almada, Setúbal",60.0,1100
Arrenda-se T2+1 em Estremoz Ótima localização,Moradia,Estremoz (Santa Maria e Santo André),Estremoz,Évora,1.0,800
Arrendamento de curta e ou média duração,Apartamento,Costa da Caparica,Almada,Setúbal,55.0,850
Alugo t2 na zona do Porto,Apartamento,Pedrouços,Maia,Porto,40.0,800
T3 em Telheiras,Apartamento,Desconhecido,Lumiar,Lisboa,120.0,2100
Escritório para arrendar em Queluz de Baixo - Barcarena,Escritório,Barcarena,Oeiras,Lisboa,200.0,1600
T1 Férias Edifício Panoramic parque das nações/ curta duração,Apartamento,Desconhecido,Parque das Nações,Lisboa,70.0,1500
"Loja para arrendar em Lisboa, ao Rego",Loja,Desconhecido,Avenidas Novas,Lisboa,150.0,1500
Apartamento T3 Carnaxide,Apartamento,Carnaxide e Queijas,Oeiras,Lisboa,120.0,1250
"Apartamento equipado, muito perto dos transportes, em Cacilhas.",Apartamento,Almada,Cova da Piedade,"Pragal e Cacilhas, Almada, Setúbal",60.0,1100
Escritório para arrendar em Queluz de Baixo - Barcarena,Escritório,Barcarena,Oeiras,Lisboa,125.0,1000
Arrendamento de curta e ou média duração,Apartamento,Costa da Caparica,Almada,Setúbal,55.0,850
Arrendo moradia independente,Moradia,Oliveira do Douro,Vila Nova de Gaia,Porto,130.0,850
Alugo t2 na zona do Porto,Apartamento,Pedrouços,Maia,Porto,40.0,800
"Loja para arrendamento junto à EN125, 5km de Faro",Escritório,Desconhecido,Faro (Sé e São Pedro),Faro,100.0,750
Centro Maia,Apartamento,Cidade da Maia,Maia,Porto,65.0,750
Apartamento em Buarcos,Apartamento,Buarcos e São Julião,Figueira da Foz,Coimbra,65.0,640
T2+1 na Povoa de Varzim para professores -Junto às Escolas,Apartamento,Póvoa de Varzim,Beiriz e Argivai,"Povoa de Varzim, Porto",100.0,600
Loja com 100 metros,Escritório,São Gonçalo,Funchal,Ilha da Madeira,100.0,590
Armazém próximo do IC2 (300 m2 entre Batalha - Leiria),Loja,Golpilheira,Batalha,Leiria,300.0,490
Loja arrenda-se Alenquer,Escritório,Alenquer (Santo Estêvão e Triana),Alenquer,Lisboa,70.0,450
Escritório para arrendar em Pombal,Escritório,Desconhecido,Pombal,Leiria,65.0,450
Alugo loja no centro historico,Escritório,Desconhecido,Vila do Conde,Porto,110.0,350
Apartamento T2 renovado Ceira,Apartamento,Desconhecido,Santo António dos Olivais,Coimbra,65.0,700
Apartamento T0 em Caxias para ARRENDAR,Apartamento,Oeiras e São Julião da Barra,Paço de Arcos e Caxias,"Oeiras, Lisboa",22.0,750
Apartamento T2 para arrendamento,Apartamento,São Domingos de Rana,Cascais,Lisboa,83.5,1350
Loja de rua com Jardim/300m Metro Trindade/Baixa,Loja,Cedofeita,Santo Ildefonso,"Sé, Miragaia, São Nicolau e Vitória, Porto",98.0,1880
Arrendo Apartamento p/ Professores - Escola Damião de Goes- Alenquer,Apartamento,Alenquer (Santo Estêvão e Triana),Alenquer,Lisboa,90.0,300
"Apartamento T2 em Lisboa de 130,00 m2",Apartamento,Rio de Mouro,Sintra,Lisboa,130.0,1300
T3 nos Olivais,Apartamento,Desconhecido,Olivais,Lisboa,60.0,1150
T1 em Buracos  arrendamento anual,Apartamento,Buarcos e São Julião,Figueira da Foz,Coimbra,50.0,500
Apartmenento T2 sol e mar,Apartamento,Charneca de Caparica e Sobreda,Almada,Setúbal,100.0,1150
"T0 + 1 - Ap. Novo, com 1 garagem, excelente localização!",Apartamento,Mafamude e Vilar do Paraíso,Vila Nova de Gaia,Porto,42.6,900
"Loja  Arrendamento em Cartaxo e Vale da Pinta,Cartaxo",Loja,Cartaxo e Vale da Pinta,Cartaxo,Santarém,49.5,380
"T2 Com Garagem, Arrumos e Varanda em Paranhos no Porto",Apartamento,Desconhecido,Paranhos,Porto,90.0,1350
T2 no Alto de Santo Amaro,Apartamento,Desconhecido,Alcântara,Lisboa,66.0,1500
"Apartamento T2 em São Marcos, Cacém",Apartamento,Cacém e São Marcos,Sintra,Lisboa,90.0,1000
T1 Lazarim,Apartamento,Caparica e Trafaria,Almada,Setúbal,61.5,980
Escritório  para arrendamento,Escritório,Sintra (Santa Maria e São Miguel,São Martinho e São Pedro de Penaferrim),"Sintra, Lisboa",131.7,1500
Arrendamento de Estúdio T0,Apartamento,Desconhecido,Campanhã,Porto,65.0,850
Apartamento T2 Câmara de Lobos,Apartamento,Desconhecido,Câmara de Lobos,Ilha da Madeira,102.42,900
"Excelente apartamento T3, MOBILADO, a 1,1 km do centro de Braga.",Apartamento,Real,Dume e Semelhe,Braga,129.0,1100
"Apartamento T3 c/150m2, Varanda e 2 Lug. Garagem em Francos, Ramalde",Apartamento,Desconhecido,Ramalde,Porto,151.0,1850
Mini armazéns,Armazém,Desconhecido,Bonfim,Porto,2.0,53
Armazém para arrendar no Porto Alto,Armazém,Samora Correia,Benavente,Santarém,13000.0,52000
Armazém para Arrendamento em Alhos Vedros,Armazém,Desconhecido,Moita,Setúbal,12865.35,55321
Quinta T3 para arrendamento,Moradia,São Miguel do Souto e Mosteirô,Santa Maria da Feira,Aveiro,12000.0,9000
Quinta T1 para arrendamento,Moradia,São Miguel do Souto e Mosteirô,Santa Maria da Feira,Aveiro,12000.0,6000
"Armazém e Escritórios para Arrendamento na Morelena, Sintra",Armazém,Almargem do Bispo,Pêro Pinheiro e Montelavar,"Sintra, Lisboa",11240.0,24500
Armazém,Armazém,Azurém,Guimarães,Braga,12.0,60
"Armazém  Arrendamento em São João de Ver,Santa Maria da Feira",Armazém,São João de Ver,Santa Maria da Feira,Aveiro,11034.0,55170
Instalações industriais para arrendamento com uma área bruta de constr,Armazém,Sangalhos,Anadia,Aveiro,10512.0,8872
Loja Arrendamento - Matosinhos - Leça do Balio,Loja,Custóias,Leça do Balio e Guifões,"Matosinhos, Porto",200.0,640
Loja Arrendamento - Matosinhos - Leça do Balio,Loja,Custóias,Leça do Balio e Guifões,"Matosinhos, Porto",150.0,520
Loja Arrendamento - Matosinhos - Leça do Balio,Loja,Custóias,Leça do Balio e Guifões,"Matosinhos, Porto",100.0,390
Loja Arrendamento - Matosinhos - Leça do Balio,Loja,Custóias,Leça do Balio e Guifões,"Matosinhos, Porto",60.0,295
Loja Arrendamento - Matosinhos - Leça do Balio,Loja,Custóias,Leça do Balio e Guifões,"Matosinhos, Porto",40.0,230
Loja Arrendamento - Matosinhos - Leça do Balio,Loja,Custóias,Leça do Balio e Guifões,"Matosinhos, Porto",20.0,160
Loja Arrendamento - Maia - Gemunde,Loja,Castêlo da Maia,Maia,Porto,300.0,1000
Arrendamento Loja - Maia - Gemunde,Loja,Castêlo da Maia,Maia,Porto,250.0,730
Loja Arrendamento - Maia - Gemunde,Loja,Castêlo da Maia,Maia,Porto,200.0,640
Loja Arrendamento - Maia - Gemunde,Loja,Castêlo da Maia,Maia,Porto,100.0,390
Loja Arrendamento - Maia - Gemunde,Loja,Castêlo da Maia,Maia,Porto,150.0,520
Loja Arrendamento - Maia - Gemunde,Loja,Castêlo da Maia,Maia,Porto,50.0,330
Loja Arrendamento - Maia - Gemunde,Loja,Castêlo da Maia,Maia,Porto,20.0,160
Arrendamento Loja - Maia - São Pedro Avioso,Loja,Castêlo da Maia,Maia,Porto,300.0,1100
Loja Arrendamento - Maia - São Pedro Avioso,Loja,Castêlo da Maia,Maia,Porto,250.0,1000
Loja Arrendamento - Maia - São Pedro Avioso,Loja,Castêlo da Maia,Maia,Porto,150.0,600
Loja Arrendamento - Maia - São Pedro Avioso,Loja,Castêlo da Maia,Maia,Porto,100.0,390
Loja Arrendamento - Maia - São Pedro Avioso,Loja,Castêlo da Maia,Maia,Porto,60.0,360
Loja Arrendamento - Maia - São Pedro Avioso,Loja,Castêlo da Maia,Maia,Porto,40.0,230
Loja Arrendamento - Maia - São Pedro de Avioso,Loja,Castêlo da Maia,Maia,Porto,20.0,160
Loja Arrendamento - Vila do Conde - Guilhabreu,Loja,Guilhabreu,Vila do Conde,Porto,300.0,1100
Loja Arrendamento - Vila do Conde - Guilhabreu,Loja,Guilhabreu,Vila do Conde,Porto,250.0,1000
Loja Arrendamento - Vila do Conde - Guilhabreu,Loja,Guilhabreu,Vila do Conde,Porto,200.0,800
Loja Arrendamento - Vila do Conde - Guilhabreu,Loja,Guilhabreu,Vila do Conde,Porto,150.0,600
Excelente Investimento- Espaço Comercial  Senhora da Saúde,Escritório,Desconhecido,Bacelo e Senhora da Saúde,Évora,100.0,135000
Apartamento Renovado T3 no Cedro Vila Nova de Gaia,Apartamento,Mafamude e Vilar do Paraíso,Vila Nova de Gaia,Porto,57.0,134000
Loja/ Espaço Comercial  em Mafra,Loja,Desconhecido,Mafra,Lisboa,84.0,130000
Apartamento T2 Centro Sever do Vouga,Apartamento,Desconhecido,Sever do Vouga,Aveiro,100.0,129000
"Loja para Trespasse - Colinas do Cruzeiro, Odivelas",Loja,Desconhecido,Odivelas,Lisboa,135.0,125000
"CAFETARIA, COM JOGOS SANTA CASA, V.N.GAIA",Loja,Mafamude e Vilar do Paraíso,Vila Nova de Gaia,Porto,60.0,115000
"CP/Loja na Foz, para trespasse",Loja,Aldoar,Foz do Douro e Nevogilde,Porto,90.0,100000
Restaurante para trespasse - zona Ribeirinha Portimão,Loja,Desconhecido,Portimão,Faro,300.0,100000
loja no corvo,Loja,Desconhecido,Corvo,Ilha do Corvo,100.0,100000
Trespasse Café c/ JOGOS da SANTA CASA,Loja,Águas Livres,Amadora,Lisboa,80.0,90000
Loja totalmente equipada em Mem Martins - arrendada,Loja,Sintra (Santa Maria e São Miguel,São Martinho e São Pedro de Penaferrim),"Sintra, Lisboa",70.0,90000
Armazém Penacova,Armazém,Penacova,Felgueiras,Porto,225.0,89000
"Hamburgueria Groumet, PRAÇA CENTRAL COSTA, Trespasse.",Loja,Costa da Caparica,Almada,Setúbal,70.0,85000
"Hamburgueria Groumet, PRAÇA CENTRAL COSTA, Trespasse.",Loja,Costa da Caparica,Almada,Setúbal,40.0,85000
Armazém em Carnaxide,Armazém,Carnaxide e Queijas,Oeiras,Lisboa,9811.0,80334
Estabelecimento Comercial no Cacém,Loja,Cacém e São Marcos,Sintra,Lisboa,39.0,77500
Padaria/Pastelaria com fabrico próprio para Trespasse em Canidelo,Loja,Canidelo,Vila Nova de Gaia,Porto,126.0,77500
Apartamento T2 para arrendamento,Apartamento,Desconhecido,Parque das Nações,Lisboa,105.0,3900
Moradia T4 para arrendamento,Moradia,Desconhecido,Santa Bárbara de Nexe,Faro,244.8,8000
"Apartamento T1, Arrendamento, Bairro da Assunção.",Apartamento,Cascais e Estoril,Cascais,Lisboa,62.0,1200
Apartamento T4 Remodelado Campo de Ourique com jardim,Apartamento,Desconhecido,Campo de Ourique,Lisboa,96.3,3250
"Apartamento T4 em Porto Salvo, Oeiras, mobilado e equipado",Apartamento,Porto Salvo,Oeiras,Lisboa,131.0,2200
Andar moradia remodelado para arrendamento,Moradia,Desconhecido,Valongo,Porto,1.0,630
Fantástico apartamento T4,Apartamento,Carcavelos e Parede,Cascais,Lisboa,145.0,2950
"LARANJEIRO,Armazém,arrecadação,garagem,self storage",Armazém,Laranjeiro e Feijó,Almada,Setúbal,1.0,15
Apartamento T3 para Arrendamento,Apartamento,Desconhecido,São Sebastião,Setúbal,111.0,2000
Arrenda-se apartamento T2 mobilado e equipado.,Apartamento,Desconhecido,Eiras e São Paulo de Frades,Coimbra,70.0,700
Loja Gaveto junto Circunvalação-S.Mamede,Loja,São Mamede de Infesta e Senhora da Hora,Matosinhos,Porto,1.0,1900
Moradia Isolada T5 - Quinta do Rosário em Cascais,Moradia,Cascais e Estoril,Cascais,Lisboa,380.0,8500
Moradia T4 - Braga Fraião,Moradia,Nogueira,Fraião e Lamaçães,Braga,182.0,2000
Apartamento T3 para arrendar em Odivelas,Apartamento,Desconhecido,Odivelas,Lisboa,81.0,1500
Moradia T3 em Figueiró dos Vinhos,Moradia,Graça,Pedrógão Grande,Leiria,1.0,700
"A 800 m da praia, vista mar, varandas, terraço, ultimo piso",Apartamento,Cascais e Estoril,Cascais,Lisboa,165.0,2600
Mesa Individual em Coworking no centro de Matosinhos,Escritório,Matosinhos e Leça da Palmeira,Matosinhos,Porto,1.0,170
T3 Novo - Empreendimento Magnólia City,Apartamento,Oliveira do Douro,Vila Nova de Gaia,Porto,148.0,1800
