anuncio/propriedade,tipo,FREGUESIA,CONCELHO,DISTRITO,area(m²),valor renda(€/mes)
Apartamento T2 em Condomínio a 2 Minutos da Praia e do Ce...,Apartamento,ERICEIRA,MAFRA,LISBOA,82.0,1600
Moradia T5 no Alto do Lagoal com vista frontal de mar,Moradia,OEIRAS,OEIRAS,LISBOA,366.0,7000
T3 em frente ao mar,Apartamento,MADALENA,VILA NOVA DE GAIA,PORTO,169.0,3000
Moradia T7 para arrendamento,Moradia,ALBUFEIRA,ALBUFEIRA,FARO,663.0,7000
Apartamento T2 no coração do Chiado com elevador,Apartamento,SANTA MARIA MAIOR,LISBOA,LISBOA,107.0,2500
"Apartamento T2 , com garagem, Avenidas Novas, Lisboa",Apartamento,CAMPOLIDE,LISBOA,LISBOA,90.0,3100
T3 flat for rent in rua Fernão Lopes,Apartamento,ARROIOS,LISBOA,LISBOA,221.0,7000
Moradia T4 para arrendamento,Moradia,ALCABIDECHE,CASCAIS,LISBOA,207.0,6900
Campolide | T0 renovado  c/ mezzanine e terraço com despesas incluídas,Apartamento,CAMPOLIDE,LISBOA,LISBOA,40.0,1300
Campolide | T0 c/ mezzanine totalmente renovado com despesas incluídas,Apartamento,CAMPOLIDE,LISBOA,LISBOA,40.0,1100
Apartamento T3 - Arrendar,Apartamento,SANTAREM,SANTAREM,SANTAREM,96.02,900
Excelente Apartamento T1 junto á casa da musica,Apartamento,LORDELO DO OURO,PORTO,PORTO,44.0,1200
"Apartamento t3 na Quinta da Ouriva, Portimão",Apartamento,PORTIMAO,PORTIMAO,FARO,106.0,950
T3 na Quinta do Lambert com estacionamento!!,Apartamento,LUMIAR,LISBOA,LISBOA,106.4,2000
Apartamento T3 proximo centro Paredes,Apartamento,PAREDES,PAREDES,PORTO,106.0,750
"STUDIO junto Hosp Luz, centro comercial Colombo e metro",Apartamento,BENFICA,LISBOA,LISBOA,18.0,965
"Estudio Lgº 1º ten João Rodrigues Moura, metro Olivais",Apartamento,OLIVAIS,LISBOA,LISBOA,18.0,995
T2 mobilado para arrendar junto à Praça de Espanha,Apartamento,AVENIDAS NOVAS,LISBOA,LISBOA,52.0,1200
Apartamento T2 para arrendamento,Apartamento,MOSCAVIDE,LOURES,LISBOA,61.0,1200
Arrendo T2 Sintra,Apartamento,RIO DE MOURO,SINTRA,LISBOA,120.0,1300
Encantador apartamento com 3 quartos,Apartamento,CARCAVELOS,CASCAIS,LISBOA,150.0,2750
Apartamento T4 Arrendamento Cascais,Apartamento,CASCAIS,CASCAIS,LISBOA,185.0,5200
Apartamento T2 | Carnaxide,Apartamento,CARNAXIDE,OEIRAS,LISBOA,85.0,1500
Apartamento T0 para arrendamento,Apartamento,PARANHOS,PORTO,PORTO,39.0,900
"partamento T2 sem móveis para arrendar, novo a estrear em...",Apartamento,ALGES,OEIRAS,LISBOA,103.0,1950
T2 | El Corte Inglês | Renovado | Mobilado e Equipado | M...,Apartamento,MAFAMUDE,VILA NOVA DE GAIA,PORTO,100.0,1400
T2 | Condomínio Fechado | Mobilado e Equipado | Terraço | MaiaGest,Apartamento,SANTA MARINHA,VILA NOVA DE GAIA,PORTO,105.0,1900
T3 | Penthouse | Paço do Rei | Mobilado | Equipado | MaiaGest,Apartamento,MAFAMUDE,VILA NOVA DE GAIA,PORTO,130.0,2200
T2 | Mafamude | Garagem | Cozinha Equipada | MaiaGest,Apartamento,MAFAMUDE,VILA NOVA DE GAIA,PORTO,95.0,1350
T3 | Duplex | Cozinha Equipada | Varanda | MaiaGest,Apartamento,CEDOFEITA,PORTO,PORTO,73.0,1600
"Apartamento T2 | Baixa, Lisboa",Apartamento,SANTA MARIA MAIOR,LISBOA,LISBOA,81.0,3000
Apartamento T3 para arrendamento,Apartamento,CASCAIS,CASCAIS,LISBOA,167.0,3200
Apartamento T1 para arrendamento com estacionamento no Monte Estoril,Apartamento,CASCAIS,CASCAIS,LISBOA,79.0,1800
Apartamento T2 mobilado para arrendamento em Campolide,Apartamento,CAMPOLIDE,LISBOA,LISBOA,109.2,2250
Apartamento T4 para arrendamento no Chiado,Apartamento,SANTA MARIA MAIOR,LISBOA,LISBOA,201.0,4800
Moradia T4 para arrendamento em condomínio com piscina em  Cascais,Moradia,CASCAIS,CASCAIS,LISBOA,212.0,5000
"Apartamento T3 | Vistas Panorâmicas | Santa Marinha, V.N....",Apartamento,SANTA MARINHA,VILA NOVA DE GAIA,PORTO,138.0,2450
"Apartamento T3 sem móveis para arrendar, novo a estrear e...",Apartamento,ALGES,OEIRAS,LISBOA,161.0,2950
"Apartamento T1 em Lisboa de 71,00 m2",Apartamento,LUMIAR,LISBOA,LISBOA,71.0,1600
Moradia T6 para arrendamento,Moradia,CASCAIS,CASCAIS,LISBOA,316.0,6900
"Casa T4 em Lisboa de 350,00 m2",Moradia,ALCABIDECHE,CASCAIS,LISBOA,350.0,6900
Moradia T4+1 com jardim em Cascais,Moradia,CASCAIS,CASCAIS,LISBOA,315.0,6900
"Apartamento Penthouse T3 mobilado com varanda , vista e g...",Apartamento,ESTRELA,LISBOA,LISBOA,279.0,6800
Excelente Apartamento T3 com Terraço em Condomínio com Pi...,Apartamento,CASCAIS,CASCAIS,LISBOA,230.0,6800
Magnifico apartamentoT3 sem móveis para arrendar em Casca...,Apartamento,CASCAIS,CASCAIS,LISBOA,229.0,6800
T3 com terraço - Quinta  da Gandarinha,Apartamento,CASCAIS,CASCAIS,LISBOA,230.0,6800
"Moradia T6+1 - Birre, Cascais",Moradia,CASCAIS,CASCAIS,LISBOA,330.0,6600
"Moradia V5 de luxo a estrear Manique de Baixo, Alcabideche",Moradia,ALCABIDECHE,CASCAIS,LISBOA,238.0,6500
Pavilhões Industriais - Trofa,Apartamento,BOUGADO,TROFA,PORTO,1000.0,2400
Apartamento T3 Duplex em Vilar,Apartamento,GLORIA,AVEIRO,AVEIRO,117.0,850
Apartamento T3 no Centro de Cascais,Apartamento,CASCAIS,CASCAIS,LISBOA,130.0,4500
T2-R/C em Moradia Geminada | 2 Quartos+1 Sala+1 Cozinha+1 WC+1 Varanda,Moradia,CARNAXIDE,OEIRAS,LISBOA,140.0,1200
Apartamento T3 - AMORA,Apartamento,AMORA,SEIXAL,SETUBAL,100.0,800
ARRENDAMENTO |Apartamento T3|Totalmente remodelado|Estrela,Apartamento,ESTRELA,LISBOA,LISBOA,102.0,2150
Apartamento T2 para arrendamento,Apartamento,AMORA,SEIXAL,SETUBAL,80.99,800
Aluga-se T2 como novo Maia Gueifaes,Apartamento,CIDADE DA MAIA,MAIA,PORTO,105.0,875
Apartamento T0 Palmela Village,Apartamento,QUINTA DO ANJO,PALMELA,SETUBAL,46.67,750
Apartamento T1 para arrendamento,Apartamento,SANTA IRIA DE AZOIA,LOURES,LISBOA,59.3,850
Apartamento T0 – Centro de Aveiro,Apartamento,GLORIA,AVEIRO,AVEIRO,35.0,725
Arrendamento  Póvoa de Varzim,Apartamento,POVOA DE VARZIM,POVOA DE VARZIM,PORTO,84.0,1290
Apartamento para Arrendar T2 com Terraço e Marquise,Apartamento,QUELUZ,SINTRA,LISBOA,75.0,820
Apartamento para Arrendar T2  com Terraço e Marquise,Apartamento,QUELUZ,SINTRA,LISBOA,75.0,820
Aluga | Apartamento T4 Avenida da República | prédio da Sombra | Lisbo,Apartamento,AVENIDAS NOVAS,LISBOA,LISBOA,200.0,5500
"Moradia T3 com piscina, no condomínio Bom Sucesso Resort,...",Moradia,VAU,OBIDOS,LEIRIA,161.0,2450
Apartamento T1 Mobilado - Centro de Aveiro,Apartamento,ESGUEIRA,ESGUEIRA,AVEIRO,75.75,1200
Arrendamento T1 de luxo novo nos Clérigos,Apartamento,CEDOFEITA,PORTO,PORTO,60.3,1950
Apartamento T2 para arrendamento com móveis no Parque das Nações,Apartamento,PARQUE DAS NACOES,LISBOA,LISBOA,77.7,1750
APARTAMENTO T4+1 MOBILADO NO ESTORIL,Apartamento,CASCAIS,CASCAIS,LISBOA,132.0,6000
Apartamento T3 para arrendamento com vista mar no Bairro do Rosário,Apartamento,CASCAIS,CASCAIS,LISBOA,119.0,2800
Apartamento T3 com Vista Mar em Matosinhos Sul,Apartamento,MATOSINHOS,MATOSINHOS,PORTO,129.0,2550
Apartamento T4 na zona de Serralves,Apartamento,LORDELO DO OURO,PORTO,PORTO,167.0,3500
T 3 I ARRENDAMEMTO I NA AV. URUGUAI I MUITA LUZ I ANDAR ALTO COM VISTA,Apartamento,BENFICA,LISBOA,LISBOA,85.0,1500
Apartamento T3 com garagem e vista mar para arrendar no Monte Estoril,Apartamento,CASCAIS,CASCAIS,LISBOA,180.0,4400
T2 | Condomínio Fechado | Mobilado e Equipado | Terraço |...,Apartamento,SANTA MARINHA,VILA NOVA DE GAIA,PORTO,105.0,1900
Espetacular Apartamento T3  totalmente renovado  nos Jardins da Arrábi,Apartamento,SANTA MARINHA,VILA NOVA DE GAIA,PORTO,142.0,2150
"Apartamento T5, no Empreendimento Skycity, Carnaxide",Apartamento,VENTEIRA,AMADORA,LISBOA,178.0,5800
MORADIA T3 QUINTA BELOURA PISCINA AQUECIDA,Moradia,SINTRA,SINTRA,LISBOA,185.0,6000
Moradia T5 para arrendamento,Moradia,ALCABIDECHE,CASCAIS,LISBOA,231.66,6500
"partamento T3+1 com ou sem móveis, para arrendar no Estor...",Apartamento,CASCAIS,CASCAIS,LISBOA,255.0,6500
Triplex mobiliado de 3 quartos e jacuzzi,Apartamento,PARQUE DAS NACOES,LISBOA,LISBOA,267.2,6500
Apartamento T3 para arrendamento,Apartamento,MISERICORDIA,LISBOA,LISBOA,160.0,6500
Apartamento T3 duplex com vista deslumbrante sobre Lisboa...,Apartamento,SANTA MARIA MAIOR,LISBOA,LISBOA,135.0,6500
Apartamento T1 com terraço – próximo da CP,Apartamento,ESGUEIRA,ESGUEIRA,AVEIRO,60.0,650
T2 com duas casas de banho e mobilado.,Apartamento,ALCOCHETE,ALCOCHETE,SETUBAL,103.0,1400
Apartamento T2 Expo Norte,Apartamento,PARQUE DAS NACOES,LISBOA,LISBOA,100.0,1800
T0 para arrendamento,Apartamento,MACEDO DE CAVALEIROS,MACEDO DE CAVALEIROS,BRAGANCA,20.0,250
T3 Av Brasil com varanda e garagem na Av Brasil.,Apartamento,ALDOAR,PORTO,PORTO,140.0,5500
T3 mobilado para arrendar no Parque das Nações,Apartamento,PARQUE DAS NACOES,LISBOA,LISBOA,111.0,2500
Apartamento T3 a estrear junto à Quinta das Conchas,Apartamento,LUMIAR,LISBOA,LISBOA,90.0,1750
"Apartamento T2 sem móveis para arrendar, novo a estrear, ...",Apartamento,CASCAIS,CASCAIS,LISBOA,144.86,6000
Excelente Apartamento T2 com Jardim na Parede,Apartamento,CARCAVELOS,CASCAIS,LISBOA,85.0,2500
Moradia T4 com piscina na Charneca de Caparica e Sobreda,Moradia,CHARNECA DE CAPARICA,ALMADA,SETUBAL,369.0,6000
Apartamento T3 Novo com Varanda e Garagem em Paranhos,Apartamento,PARANHOS,PORTO,PORTO,116.95,1950
"Apartamento T2+1 para arrendamento, sem móveis em Arroios",Apartamento,AREEIRO,LISBOA,LISBOA,125.0,2400
"Apartamento T3 em Lisboa de 85,00 m2",Apartamento,BELEM,LISBOA,LISBOA,85.0,1600
Apartamento T1 para arrendamento,Apartamento,SANTA MARIA MAIOR,LISBOA,LISBOA,58.0,1800
"Apartamento T2 Matosinhos sul, no edifício Nautilus II.",Apartamento,MATOSINHOS,MATOSINHOS,PORTO,80.0,2000
Apartamento T3 para arrendamento,Apartamento,BENFICA,LISBOA,LISBOA,105.0,1590
Escritório/Apartamento T3,Apartamento,COIMBRA,SANTA CRUZ,COIMBRA,995.0,1500
"Moradia T1 Independente, 80 m2 – Charneca da Caparica",Moradia,CHARNECA DE CAPARICA,ALMADA,SETUBAL,70.0,850
"T3 Matosinhos, novo, perto da praia",Apartamento,MATOSINHOS,MATOSINHOS,PORTO,130.0,2400
Apartamento T1 para arrendamento,Apartamento,MADALENA,VILA NOVA DE GAIA,PORTO,65.0,850
Arrenda-se ótimo apartamento T2 na melhor zona da cidade,Apartamento,OLIVEIRA DE AZEMEIS,SANTIAGO DE RIBA-UL,AVEIRO,120.0,900
Apartamento T2 para arrendamento,Apartamento,LOURES,LOURES,LISBOA,57.0,1150
Arrenda-se T1 perto marquês pombal,Apartamento,LORDELO DO OURO,PORTO,PORTO,48.0,1000
"Apartamento T3 Aveiro, Esgueira, próximo de escolas",Apartamento,ESGUEIRA,ESGUEIRA,AVEIRO,130.0,1200
Arrenda-se apartamento T0 mobilado na rua Ferreira Borges,Apartamento,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,35.0,490
Excelente T3 I Arrendamento I Remodelado a estrear I Junto ao Hospital,Apartamento,ARROIOS,LISBOA,LISBOA,125.0,2980
"T3 ao Hospital de São João, Porto",Apartamento,PEDROUCOS,MAIA,PORTO,132.0,1500
Apartamento T2 Arco do Cego,Apartamento,ARROIOS,LISBOA,LISBOA,69.0,1200
Apartamento T4 sem móveis em condomínio fechado em Cascais,Apartamento,CASCAIS,CASCAIS,LISBOA,180.0,6300
"Casa de campo charmosa T5+1 mobilada e equipada, com jard...",Moradia,AZEITAO,SETUBAL ,SETUBAL,250.0,6000
"Moradia, 5 quartos, Lisboa, Restelo Estádio",Moradia,BELEM,LISBOA,LISBOA,254.0,6000
Apartamento T3 em São Félix da Marinha na 1ª Linha do Mar Rés-do-Chão,Apartamento,SAO FELIX DA MARINHA,VILA NOVA DE GAIA,PORTO,160.0,1250
Apartamento T5 Mobilado c/ Garagem dupla fechada - Figueira da Foz,Apartamento,BUARCOS,FIGUEIRA DA FOZ,COIMBRA,135.0,1326
T3 | Penthouse | Paço do Rei | Mobilado | Equipado | Maia...,Apartamento,MAFAMUDE,VILA NOVA DE GAIA,PORTO,130.0,2200
Apartamento T3 para arrendamento sem móveis em São Vicente,Apartamento,SAO VICENTE,SAO VICENTE,LISBOA,105.0,2400
MORADIA T4 + 1 EM ALCABIDECHE,Moradia,ALCABIDECHE,CASCAIS,LISBOA,180.0,5500
Moradia T5 arrendamento em condomínio de luxo || Cascais,Moradia,CASCAIS,CASCAIS,LISBOA,633.0,6000
"Apartamento T3, situado em Condeixa-a-Nova, com 121m2 e g...",Apartamento,CONDEIXA-A-VELHA,CONDEIXA-A-NOVA,COIMBRA,121.0,800
Apartamento T3 para arrendamento em condomínio com piscina em Cascais,Apartamento,CASCAIS,CASCAIS,LISBOA,140.0,4300
Moradia geminada T3 sem móveis nova a estrear para arrend...,Moradia,SAO DOMINGOS DE RANA,CASCAIS,LISBOA,153.0,4000
"Moradia T4 com piscina, no Bom Sucesso Resort, Óbidos",Moradia,VAU,OBIDOS,LEIRIA,225.0,3000
Moradia T3 para arrendamento,Moradia,BRITELO,PONTE DA BARCA,VIANA DO CASTELO,153.0,1650
Apartamento T1 no Bairro do Rosário a 5 minutos do Centro...,Apartamento,CASCAIS,CASCAIS,LISBOA,51.0,1440
Apartamento T3 - Quinta das Patinhas,Apartamento,CASCAIS,CASCAIS,LISBOA,123.61,2900
"Moradia T4 sem móveis para arrendar no Cobre, inserida em...",Moradia,CASCAIS,CASCAIS,LISBOA,176.0,3900
Apartamento T2 para arrendamento Av. Infante Santo com ga...,Apartamento,ESTRELA,LISBOA,LISBOA,108.0,3000
T2 na Madalena,Apartamento,GULPILHARES,VILA NOVA DE GAIA,PORTO,108.0,2200
Apartamento T3 para arrendar no Restelo com 110m2 | Lisboa,Apartamento,BELEM,LISBOA,LISBOA,110.0,2300
T1 Novo Mobilado na Foz Douro New Furnished T1 Apartment,Apartamento,ALDOAR,PORTO,PORTO,40.0,1150
"Apartamento T2 em Gualtar (próximo Universidade Minho, INL e Hospital)",Apartamento,GUALTAR,GUALTAR,BRAGA,120.0,1200
"T2, 101m2, 2wc totalmente renovado",Apartamento,SANTA CLARA,LISBOA,LISBOA,101.0,1100
"T1 KIT- Porto, Pç. da Galiza, Campo Alegre as Faculdades",Apartamento,LORDELO DO OURO,PORTO,PORTO,56.0,800
Moradia T4 para arrendamento,Moradia,CHARNECA DE CAPARICA,ALMADA,SETUBAL,369.0,6000
"Aldeia do Juzo, Cascais - Moradia T4+2",Moradia,CASCAIS,CASCAIS,LISBOA,260.0,6000
Arrenda-se Moradia V3 em Condomínio Fechado no Algarve,Moradia,ALCANTARILHA,SILVES,FARO,150.0,2750
Apartamento T2 em São Domingo de Rana com varanda e garagem,Apartamento,SAO DOMINGOS DE RANA,CASCAIS,LISBOA,115.0,1750
"T4 duplex localizado no Centro histórico de Cascais,",Apartamento,CASCAIS,CASCAIS,LISBOA,137.0,3500
"Apartamento T5+1 sem móveis, para arrendamento na Estrela",Apartamento,CAMPO DE OURIQUE,LISBOA,LISBOA,181.0,3500
"Apartamento T2 situado no Rossio, Lisboa",Apartamento,SANTA MARIA MAIOR,LISBOA,LISBOA,109.0,3600
"Apartamento T2 situado no Praça do Rossio, Lisboa",Apartamento,SANTA MARIA MAIOR,LISBOA,LISBOA,113.0,4000
MORADIA T4 + 1 COM VISTA MAR EM ALCABIDECHE,Moradia,ALCABIDECHE,CASCAIS,LISBOA,180.0,5000
"Moradia T3 com estacionamento para arrendamento no Livramento, Estoril",Moradia,CASCAIS,CASCAIS,LISBOA,102.6,3500
"Apartamento T3 com móveis, totalmente equipado para arren...",Apartamento,CASCAIS,CASCAIS,LISBOA,122.0,3450
Apartamento T2 com vista mar para arrendamento no Monte Estoril,Apartamento,CASCAIS,CASCAIS,LISBOA,181.0,5900
Lisboa - Campo de Ourique - Estrela - T1 Penthouse de Lux...,Apartamento,ESTRELA,LISBOA,LISBOA,57.0,1385
Apartamento T2 para arrendamento sem móveis no Estoril,Apartamento,CASCAIS,CASCAIS,LISBOA,80.0,3500
Apartamento T4 para arrendamento,Apartamento,BELEM,LISBOA,LISBOA,150.0,2900
Andar de Moradia T2 - Equipado e Mobilado - Praia,Apartamento,ANCORA,CAMINHA,VIANA DO CASTELO,100.0,800
Casa de habitação com padaria e fabrico próprio,Moradia,SERZEDELO,GUIMARAES,BRAGA,153.0,3500
Arrendo Apartamento T3 em Ansião (Distrito de Leiria),Apartamento,ANSIAO,ANSIAO,LEIRIA,112.0,650
T3 junto à Av. da Boavista | Premium,Apartamento,LORDELO DO OURO,PORTO,PORTO,155.0,1800
Arrenda-se T2 mobilado na Quinta da Portela,Apartamento,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,71.0,1000
Arrendo apartamento T2,Apartamento,CORONADO,TROFA,PORTO,50.0,800
"Arrendamento de moradia contemporânea de Luxo, T3",Moradia,SAO DOMINGOS DE RANA,CASCAIS,LISBOA,155.0,6000
Apartamento T5 para arrendamento,Apartamento,SAO MARTINHO DO PORTO,ALCOBACA,LEIRIA,250.0,6000
"Casa T5 em Lisboa de 329,00 m2",Moradia,BELEM,LISBOA,LISBOA,329.0,6000
"Apartamento T5 em Lisboa de 190,00 m2",Apartamento,BELEM,LISBOA,LISBOA,190.0,6000
Arrenda-se Moradia T5 isolada com piscina em Bicesse,Moradia,ALCABIDECHE,CASCAIS,LISBOA,270.0,6000
"Algés | T4+1 em frente ao rio, piso alto, com varandas e ...",Apartamento,ALGES,OEIRAS,LISBOA,249.0,6000
"Apartamento T2 para arrendar, sem móveis, novo a estrear ...",Apartamento,CASCAIS,CASCAIS,LISBOA,188.0,5900
"Apartamento T2 com ou sem móveis, para arrendar, no Monte...",Apartamento,CASCAIS,CASCAIS,LISBOA,119.0,2500
"Casa T4 em Leiria de 250,00 m2",Moradia,VAU,OBIDOS,LEIRIA,250.0,5000
"Apartamento T3 sem móveis, para arrendar, em Algés.",Apartamento,ALGES,OEIRAS,LISBOA,103.69,1900
Estúdio Mem Martins,Apartamento,ALGUEIRAO-MEM MARTINS,SINTRA,LISBOA,65.0,950
Arrenda-se Apartamento T1 Renovado (Faria Guimarães - Porto),Apartamento,PARANHOS,PORTO,PORTO,65.0,600
Apartamento T2 com jardim e Piscina privativos a estrear,Apartamento,CASCAIS,CASCAIS,LISBOA,170.0,5900
Moradia T6 para arrendamento,Moradia,CASCAIS,CASCAIS,LISBOA,186.39,5900
Apartamento T0 para arrendar,Apartamento,CEDOFEITA,PORTO,PORTO,23.03,850
"Apartamento T3 em Leiria de 75,00 m2",Apartamento,LEIRIA,POUSOS,LEIRIA,75.0,800
Apartamento T1 Amadora,Apartamento,AGUAS LIVRES,AMADORA,LISBOA,90.0,780
Moradia T5- Aradas Mobilada,Moradia,ARADAS,ARADAS,AVEIRO,214.0,1200
"Elegante Apartamento T2 com Acesso à Piscina na Quinta das Patinhas, C",Apartamento,CASCAIS,CASCAIS,LISBOA,110.0,2150
"Encantador Apartamento T2, mobilado e cozinha equipada, em São Domingo",Apartamento,SAO DOMINGOS DE RANA,CASCAIS,LISBOA,90.0,1500
Arrenda-se T-1 Mobilado e Equipado Junto ao LIDL e Perto do Hosp.São,Apartamento,PARANHOS,PORTO,PORTO,51.0,750
ARRENDO Apartamento T3- Paço de Sousa,Apartamento,PACO DE SOUSA,PENAFIEL,PORTO,123.4,850
Moradia lote T4 para arrendar,Moradia,OVAR,SAO JOAO,AVEIRO,197.3,750
Moradia 2 quartos para arrendar no Linhó,Moradia,SINTRA,SINTRA,LISBOA,86.0,1800
Estúdio ao Parque das Nações – vista rio,Apartamento,SACAVEM,LOURES,LISBOA,74.0,1050
Apartamento T2 para arrendamento,Apartamento,SAO VICENTE,SAO VICENTE,LISBOA,75.0,2200
Apartamento T3 para arrendamento,Apartamento,VILA FRANCA DE XIRA,VILA FRANCA DE XIRA,LISBOA,115.0,1200
Apartamento T5 para arrendamento sem móveis nas Avenidas Novas,Apartamento,AVENIDAS NOVAS,LISBOA,LISBOA,200.0,3300
Apartamento T5 para arrendamento sem móveis no Areeiro,Apartamento,AREEIRO,LISBOA,LISBOA,160.0,4800
Moradia T3+2 sem móveis em Albarraque com jardim e piscina,Moradia,RIO DE MOURO,SINTRA,LISBOA,370.0,5600
Apartamento T3 Duplex,Apartamento,CARCAVELOS,CASCAIS,LISBOA,163.71,4750
APARTAMENTO T3 NO CENTRO DA LOURINHÃ - DISPONÍVEL PARA 01...,Apartamento,LOURINHA,LOURINHA,LISBOA,170.0,2200
Apartamento T3 duplex para arrendamento com vista de mar na Parede,Apartamento,CARCAVELOS,CASCAIS,LISBOA,164.0,4750
"Apartamento T3 para arrendamento na Foz do Douro, Porto",Apartamento,ALDOAR,PORTO,PORTO,172.0,5250
"Apartamento T3 duplex sem móveis, a estrear, na Parede, i...",Apartamento,CARCAVELOS,CASCAIS,LISBOA,164.0,4750
Apartamento T2 no Chiado,Apartamento,SANTA MARIA MAIOR,LISBOA,LISBOA,95.45,3000
"Apartamento T3 para arrendamento com vista mar na Foz do Douro, Porto",Apartamento,ALDOAR,PORTO,PORTO,172.0,5800
Excelente Moradia T2 em condomínio Fechado no Estoril,Moradia,CASCAIS,CASCAIS,LISBOA,136.3,4500
Moradia V5 C/ Piscina Quarteira ao ano,Moradia,QUARTEIRA,LOULE,FARO,325.0,3750
Vende-se ou Arrenda -se T3 ao Campo Alegre,Apartamento,ALDOAR,PORTO,PORTO,100.0,1350
T3 em Manique com jardim,Apartamento,ALCABIDECHE,CASCAIS,LISBOA,130.0,1700
Duplex T1: Elegância e Tranquilidade em Alvalade,Apartamento,ALVALADE,LISBOA,LISBOA,22.0,995
"Apartamento T4 na Avenida da Liberdade, em Lisboa",Apartamento,SANTO ANTONIO,LISBOA,LISBOA,170.0,3500
Arrendo/vendo Apartamento T3 - 145m2 Alto de Tercena,Apartamento,QUELUZ,SINTRA,LISBOA,145.0,1200
"Estudio(LOFT) zona nobre-QtªGrande,3 mints carro Shoping Colombo metro",Apartamento,BENFICA,LISBOA,LISBOA,20.0,1095
Arrendo T1 Amadora perto estação comboio,Apartamento,ALGUEIRAO-MEM MARTINS,SINTRA,LISBOA,50.0,800
"Moradia T0 Eirigo, Pala, Mortágua",Moradia,MARMELEIRA,MORTAGUA,VISEU,50.0,375
ENTRECAMPOS - Apartamento T2  com garagem,Apartamento,AVENIDAS NOVAS,LISBOA,LISBOA,100.0,1500
"Arrendo T1, Mesão Frio, Guimarães",Apartamento,MESAO FRIO,GUIMARAES,BRAGA,65.0,600
Mimoso estudio T1 junto C comercial e metro Olivais,Apartamento,OLIVAIS,LISBOA,LISBOA,20.0,1095
"Apartamento T3 para arrendamento, sem móveis no Alto do Restelo",Apartamento,BELEM,LISBOA,LISBOA,197.0,5000
Apartamento T2 Quinta da Portela,Apartamento,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,116.0,1000
T3 com terraço em Alcântara,Apartamento,ALCANTARA,LISBOA,LISBOA,119.0,1925
Apartamento T2 com novo em condomínio no Estoril,Apartamento,CASCAIS,CASCAIS,LISBOA,125.31,2750
Férias Manta Rota semanal a 200m da praia,Apartamento,VILA NOVA DE CACELA,VILA REAL DE SANTO ANTONIO,FARO,70.0,850
Apartamento T2 para arrendamento na Av. da Liberdade em Lisboa,Apartamento,SANTO ANTONIO,LISBOA,LISBOA,180.0,5700
Moradia T4 sem móveis inserida em condomínio de prestígio...,Moradia,CASCAIS,CASCAIS,LISBOA,212.0,5000
"Apartamento T3+1 duplex sem móveis em Paço Arcos, inserid...",Apartamento,OEIRAS,OEIRAS,LISBOA,180.0,2100
Moradia T3 com estacionamento para arrendamento em Cascais,Moradia,CASCAIS,CASCAIS,LISBOA,137.0,3650
Furnished Apartment in Principe Real,Apartamento,SANTO ANTONIO,LISBOA,LISBOA,92.0,2640
Moradia T4 com piscina privada no Condomínio Bom Sucesso ...,Moradia,VAU,OBIDOS,LEIRIA,264.0,5000
"Moradia T4 sem móveis na Aldeia de Juzo, inserida em cond...",Moradia,CASCAIS,CASCAIS,LISBOA,212.0,4500
"Apartamento T2 em Lisboa de 180,00 m2",Apartamento,CASCAIS,CASCAIS,LISBOA,180.0,5900
Arrenda-se t2+1 Avenida dos Banhos,Apartamento,POVOA DE VARZIM,POVOA DE VARZIM,PORTO,90.0,1300
Apartamento T1 com Lugar de Garagem em Aveiro,Apartamento,GLORIA,AVEIRO,AVEIRO,55.0,925
Suite Host Residences,Apartamento,AZUREM,GUIMARAES,BRAGA,20.0,375
T1 em Santana,Apartamento,CASTELO,SESIMBRA,SETUBAL,53.0,750
Apartamento T2 para arrendamento,Apartamento,LUMIAR,LISBOA,LISBOA,92.7,2200
Apartamento T2 para arrendamento,Apartamento,CAMPO DE OURIQUE,LISBOA,LISBOA,61.2,1350
Apartamento T3 para arrendamento,Apartamento,AGUALVA,SINTRA,LISBOA,117.45,1250
Apartamento T1 para arrendamento,Apartamento,CASCAIS,CASCAIS,LISBOA,54.6,1800
Apartamento T2 para arrendamento,Apartamento,CARNAXIDE,OEIRAS,LISBOA,57.0,1200
Apartamento T3 para arrendamento,Apartamento,ESPINHO,ESPINHO,AVEIRO,124.0,1500
Apartamento T1 para arrendar,Apartamento,VILA REAL,SAO PEDRO,VILA REAL,65.0,550
T2 Centro da Amadora (Totalmente Remodelado),Apartamento,VENTEIRA,AMADORA,LISBOA,65.0,1300
Apartamento T1 para arrendamento,Apartamento,MATOSINHOS,MATOSINHOS,PORTO,82.7,1300
"Fantástico T2 para arrendamento em Braço de Prata, Rua Fernando Palha",Apartamento,MARVILA,LISBOA,LISBOA,63.0,2100
Apartamento T2 para arrendamento,Apartamento,OEIRAS,OEIRAS,LISBOA,96.0,1400
Apartamento T4 para arrendamento,Apartamento,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,160.0,1750
Excelente T2 duplex em Algés com acabamentos de topo.,Apartamento,ALGES,OEIRAS,LISBOA,239.0,2795
