anuncio/propriedade,tipo,CÓDIGO,FREGUESIA,CONCELHO,DISTRITO,area(m²),valor renda(€/mes)
"Apartamento T1 em Lisboa de 71,00 m2",Apartamento,110618,LUMIAR,LISBOA,LISBOA,71.0,1600
Moradia T6 para arrendamento,Moradia,110508,CASCAIS,CASCAIS,LISBOA,316.0,6900
"Casa T4 em Lisboa de 350,00 m2",Moradia,110501,ALCABIDECHE,CASCAIS,LISBOA,350.0,6900
Moradia T4+1 com jardim em Cascais,Moradia,110508,CASCAIS,CASCAIS,LISBOA,315.0,6900
"Apartamento Penthouse T3 mobilado com varanda , vista e g...",Apartamento,110660,ESTRELA,LISBOA,LISBOA,279.0,6800
Excelente Apartamento T3 com Terraço em Condomínio com Pi...,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,230.0,6800
Magnifico apartamentoT3 sem móveis para arrendar em Casca...,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,229.0,6800
T3 com terraço - Quinta  da Gandarinha,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,230.0,6800
"Moradia T6+1 - Birre, Cascais",Moradia,110508,CASCAIS,CASCAIS,LISBOA,330.0,6600
"Moradia V5 de luxo a estrear Manique de Baixo, Alcabideche",Moradia,110501,ALCABIDECHE,CASCAIS,LISBOA,238.0,6500
Pavilhões Industriais - Trofa,Apartamento,131810,BOUGADO,TROFA,PORTO,1000.0,2400
Apartamento T3 Duplex em Vilar,Apartamento,10517,GLORIA,AVEIRO,AVEIRO,117.0,850
Apartamento T3 no Centro de Cascais,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,130.0,4500
T2-R/C em Moradia Geminada | 2 Quartos+1 Sala+1 Cozinha+1 WC+1 Varanda,Moradia,111013,CARNAXIDE,OEIRAS,LISBOA,140.0,1200
Apartamento T3 - AMORA,Apartamento,151002,AMORA,SEIXAL,SETUBAL,100.0,800
ARRENDAMENTO |Apartamento T3|Totalmente remodelado|Estrela,Apartamento,110660,ESTRELA,LISBOA,LISBOA,102.0,2150
Apartamento T2 para arrendamento,Apartamento,151002,AMORA,SEIXAL,SETUBAL,80.99,800
Aluga-se T2 como novo Maia Gueifaes,Apartamento,130619,CIDADE DA MAIA,MAIA,PORTO,105.0,875
Apartamento T0 Palmela Village,Apartamento,150804,QUINTA DO ANJO,PALMELA,SETUBAL,46.67,750
Apartamento T1 para arrendamento,Apartamento,110728,SANTA IRIA DE AZOIA,LOURES,LISBOA,59.3,850
Apartamento T0 – Centro de Aveiro,Apartamento,10517,GLORIA,AVEIRO,AVEIRO,35.0,725
Arrendamento  Póvoa de Varzim,Apartamento,131315,POVOA DE VARZIM,POVOA DE VARZIM,PORTO,84.0,1290
Apartamento para Arrendar T2 com Terraço e Marquise,Apartamento,111126,QUELUZ,SINTRA,LISBOA,75.0,820
Apartamento para Arrendar T2  com Terraço e Marquise,Apartamento,111126,QUELUZ,SINTRA,LISBOA,75.0,820
Aluga | Apartamento T4 Avenida da República | prédio da Sombra | Lisbo,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,200.0,5500
"Moradia T3 com piscina, no condomínio Bom Sucesso Resort,...",Moradia,101207,VAU,OBIDOS,LEIRIA,161.0,2450
Arrendamento T1 de luxo novo nos Clérigos,Apartamento,131217,CEDOFEITA,PORTO,PORTO,60.3,1950
Apartamento T2 para arrendamento com móveis no Parque das Nações,Apartamento,110662,PARQUE DAS NACOES,LISBOA,LISBOA,77.7,1750
APARTAMENTO T4+1 MOBILADO NO ESTORIL,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,132.0,6000
Apartamento T3 para arrendamento com vista mar no Bairro do Rosário,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,119.0,2800
Apartamento T3 com Vista Mar em Matosinhos Sul,Apartamento,130812,MATOSINHOS,MATOSINHOS,PORTO,129.0,2550
Apartamento T4 na zona de Serralves,Apartamento,131218,LORDELO DO OURO,PORTO,PORTO,167.0,3500
T 3 I ARRENDAMEMTO I NA AV. URUGUAI I MUITA LUZ I ANDAR ALTO COM VISTA,Apartamento,110608,BENFICA,LISBOA,LISBOA,85.0,1500
Apartamento T3 com garagem e vista mar para arrendar no Monte Estoril,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,180.0,4400
T2 | Condomínio Fechado | Mobilado e Equipado | Terraço |...,Apartamento,131730,SANTA MARINHA,VILA NOVA DE GAIA,PORTO,105.0,1900
Espetacular Apartamento T3  totalmente renovado  nos Jardins da Arrábi,Apartamento,131730,SANTA MARINHA,VILA NOVA DE GAIA,PORTO,142.0,2150
"Apartamento T5, no Empreendimento Skycity, Carnaxide",Apartamento,111517,VENTEIRA,AMADORA,LISBOA,178.0,5800
MORADIA T3 QUINTA BELOURA PISCINA AQUECIDA,Moradia,111128,SINTRA,SINTRA,LISBOA,185.0,6000
Moradia T5 para arrendamento,Moradia,110501,ALCABIDECHE,CASCAIS,LISBOA,231.66,6500
"partamento T3+1 com ou sem móveis, para arrendar no Estor...",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,255.0,6500
Triplex mobiliado de 3 quartos e jacuzzi,Apartamento,110662,PARQUE DAS NACOES,LISBOA,LISBOA,267.2,6500
Apartamento T3 para arrendamento,Apartamento,110661,MISERICORDIA,LISBOA,LISBOA,160.0,6500
Apartamento T3 duplex com vista deslumbrante sobre Lisboa...,Apartamento,110665,SANTA MARIA MAIOR,LISBOA,LISBOA,135.0,6500
T2 com duas casas de banho e mobilado.,Apartamento,150201,ALCOCHETE,ALCOCHETE,SETUBAL,103.0,1400
Apartamento T2 Expo Norte,Apartamento,110662,PARQUE DAS NACOES,LISBOA,LISBOA,100.0,1800
T0 para arrendamento,Apartamento,40520,MACEDO DE CAVALEIROS,MACEDO DE CAVALEIROS,BRAGANCA,20.0,250
T3 Av Brasil com varanda e garagem na Av Brasil.,Apartamento,131216,ALDOAR,PORTO,PORTO,140.0,5500
T3 mobilado para arrendar no Parque das Nações,Apartamento,110662,PARQUE DAS NACOES,LISBOA,LISBOA,111.0,2500
Apartamento T3 a estrear junto à Quinta das Conchas,Apartamento,110618,LUMIAR,LISBOA,LISBOA,90.0,1750
"Apartamento T2 sem móveis para arrendar, novo a estrear, ...",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,144.86,6000
Excelente Apartamento T2 com Jardim na Parede,Apartamento,110507,CARCAVELOS,CASCAIS,LISBOA,85.0,2500
Moradia T4 com piscina na Charneca de Caparica e Sobreda,Moradia,150314,CHARNECA DE CAPARICA,ALMADA,SETUBAL,369.0,6000
Apartamento T3 Novo com Varanda e Garagem em Paranhos,Apartamento,131210,PARANHOS,PORTO,PORTO,116.95,1950
"Apartamento T2+1 para arrendamento, sem móveis em Arroios",Apartamento,110655,AREEIRO,LISBOA,LISBOA,125.0,2400
"Apartamento T3 em Lisboa de 85,00 m2",Apartamento,110658,BELEM,LISBOA,LISBOA,85.0,1600
Apartamento T1 para arrendamento,Apartamento,110665,SANTA MARIA MAIOR,LISBOA,LISBOA,58.0,1800
"Apartamento T2 Matosinhos sul, no edifício Nautilus II.",Apartamento,130812,MATOSINHOS,MATOSINHOS,PORTO,80.0,2000
Apartamento T3 para arrendamento,Apartamento,110608,BENFICA,LISBOA,LISBOA,105.0,1590
"Moradia T1 Independente, 80 m2 – Charneca da Caparica",Moradia,150314,CHARNECA DE CAPARICA,ALMADA,SETUBAL,70.0,850
"T3 Matosinhos, novo, perto da praia",Apartamento,130812,MATOSINHOS,MATOSINHOS,PORTO,130.0,2400
Apartamento T1 para arrendamento,Apartamento,131709,MADALENA,VILA NOVA DE GAIA,PORTO,65.0,850
Apartamento T2 para arrendamento,Apartamento,110707,LOURES,LOURES,LISBOA,57.0,1150
Arrenda-se T1 perto marquês pombal,Apartamento,131218,LORDELO DO OURO,PORTO,PORTO,48.0,1000
Arrenda-se apartamento T0 mobilado na rua Ferreira Borges,Apartamento,60318,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,35.0,490
Excelente T3 I Arrendamento I Remodelado a estrear I Junto ao Hospital,Apartamento,110656,ARROIOS,LISBOA,LISBOA,125.0,2980
"T3 ao Hospital de São João, Porto",Apartamento,130617,PEDROUCOS,MAIA,PORTO,132.0,1500
Apartamento T2 Arco do Cego,Apartamento,110656,ARROIOS,LISBOA,LISBOA,69.0,1200
Apartamento T4 sem móveis em condomínio fechado em Cascais,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,180.0,6300
"Moradia, 5 quartos, Lisboa, Restelo Estádio",Moradia,110658,BELEM,LISBOA,LISBOA,254.0,6000
Apartamento T3 em São Félix da Marinha na 1ª Linha do Mar Rés-do-Chão,Apartamento,131717,SAO FELIX DA MARINHA,VILA NOVA DE GAIA,PORTO,160.0,1250
Apartamento T5 Mobilado c/ Garagem dupla fechada - Figueira da Foz,Apartamento,60520,BUARCOS,FIGUEIRA DA FOZ,COIMBRA,135.0,1326
T3 | Penthouse | Paço do Rei | Mobilado | Equipado | Maia...,Apartamento,131727,MAFAMUDE,VILA NOVA DE GAIA,PORTO,130.0,2200
Apartamento T3 para arrendamento sem móveis em São Vicente,Apartamento,311003,SAO VICENTE,SAO VICENTE,LISBOA,105.0,2400
MORADIA T4 + 1 EM ALCABIDECHE,Moradia,110501,ALCABIDECHE,CASCAIS,LISBOA,180.0,5500
Moradia T5 arrendamento em condomínio de luxo || Cascais,Moradia,110508,CASCAIS,CASCAIS,LISBOA,633.0,6000
"Apartamento T3, situado em Condeixa-a-Nova, com 121m2 e g...",Apartamento,60411,CONDEIXA-A-VELHA,CONDEIXA-A-NOVA,COIMBRA,121.0,800
Apartamento T3 para arrendamento em condomínio com piscina em Cascais,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,140.0,4300
Moradia geminada T3 sem móveis nova a estrear para arrend...,Moradia,110506,SAO DOMINGOS DE RANA,CASCAIS,LISBOA,153.0,4000
"Moradia T4 com piscina, no Bom Sucesso Resort, Óbidos",Moradia,101207,VAU,OBIDOS,LEIRIA,225.0,3000
Moradia T3 para arrendamento,Moradia,160604,BRITELO,PONTE DA BARCA,VIANA DO CASTELO,153.0,1650
Apartamento T1 no Bairro do Rosário a 5 minutos do Centro...,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,51.0,1440
Apartamento T3 - Quinta das Patinhas,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,123.61,2900
"Moradia T4 sem móveis para arrendar no Cobre, inserida em...",Moradia,110508,CASCAIS,CASCAIS,LISBOA,176.0,3900
Apartamento T2 para arrendamento Av. Infante Santo com ga...,Apartamento,110660,ESTRELA,LISBOA,LISBOA,108.0,3000
T2 na Madalena,Apartamento,131726,GULPILHARES,VILA NOVA DE GAIA,PORTO,108.0,2200
Apartamento T3 para arrendar no Restelo com 110m2 | Lisboa,Apartamento,110658,BELEM,LISBOA,LISBOA,110.0,2300
T1 Novo Mobilado na Foz Douro New Furnished T1 Apartment,Apartamento,131216,ALDOAR,PORTO,PORTO,40.0,1150
"T2, 101m2, 2wc totalmente renovado",Apartamento,110664,SANTA CLARA,LISBOA,LISBOA,101.0,1100
"T1 KIT- Porto, Pç. da Galiza, Campo Alegre as Faculdades",Apartamento,131218,LORDELO DO OURO,PORTO,PORTO,56.0,800
Moradia T4 para arrendamento,Moradia,150314,CHARNECA DE CAPARICA,ALMADA,SETUBAL,369.0,6000
"Aldeia do Juzo, Cascais - Moradia T4+2",Moradia,110508,CASCAIS,CASCAIS,LISBOA,260.0,6000
Arrenda-se Moradia V3 em Condomínio Fechado no Algarve,Moradia,81309,ALCANTARILHA,SILVES,FARO,150.0,2750
Apartamento T2 em São Domingo de Rana com varanda e garagem,Apartamento,110506,SAO DOMINGOS DE RANA,CASCAIS,LISBOA,115.0,1750
"T4 duplex localizado no Centro histórico de Cascais,",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,137.0,3500
"Apartamento T5+1 sem móveis, para arrendamento na Estrela",Apartamento,110659,CAMPO DE OURIQUE,LISBOA,LISBOA,181.0,3500
"Apartamento T2 situado no Rossio, Lisboa",Apartamento,110665,SANTA MARIA MAIOR,LISBOA,LISBOA,109.0,3600
"Apartamento T2 situado no Praça do Rossio, Lisboa",Apartamento,110665,SANTA MARIA MAIOR,LISBOA,LISBOA,113.0,4000
MORADIA T4 + 1 COM VISTA MAR EM ALCABIDECHE,Moradia,110501,ALCABIDECHE,CASCAIS,LISBOA,180.0,5000
"Moradia T3 com estacionamento para arrendamento no Livramento, Estoril",Moradia,110508,CASCAIS,CASCAIS,LISBOA,102.6,3500
"Apartamento T3 com móveis, totalmente equipado para arren...",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,122.0,3450
Apartamento T2 com vista mar para arrendamento no Monte Estoril,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,181.0,5900
Lisboa - Campo de Ourique - Estrela - T1 Penthouse de Lux...,Apartamento,110660,ESTRELA,LISBOA,LISBOA,57.0,1385
Apartamento T2 para arrendamento sem móveis no Estoril,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,80.0,3500
Apartamento T4 para arrendamento,Apartamento,110658,BELEM,LISBOA,LISBOA,150.0,2900
Andar de Moradia T2 - Equipado e Mobilado - Praia,Apartamento,160201,ANCORA,CAMINHA,VIANA DO CASTELO,100.0,800
Casa de habitação com padaria e fabrico próprio,Moradia,30866,SERZEDELO,GUIMARAES,BRAGA,153.0,3500
Arrendo Apartamento T3 em Ansião (Distrito de Leiria),Apartamento,100309,ANSIAO,ANSIAO,LEIRIA,112.0,650
T3 junto à Av. da Boavista | Premium,Apartamento,131218,LORDELO DO OURO,PORTO,PORTO,155.0,1800
Arrenda-se T2 mobilado na Quinta da Portela,Apartamento,60318,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,71.0,1000
Arrendo apartamento T2,Apartamento,131811,CORONADO,TROFA,PORTO,50.0,800
"Arrendamento de moradia contemporânea de Luxo, T3",Moradia,110506,SAO DOMINGOS DE RANA,CASCAIS,LISBOA,155.0,6000
Apartamento T5 para arrendamento,Apartamento,100112,SAO MARTINHO DO PORTO,ALCOBACA,LEIRIA,250.0,6000
"Casa T5 em Lisboa de 329,00 m2",Moradia,110658,BELEM,LISBOA,LISBOA,329.0,6000
"Apartamento T5 em Lisboa de 190,00 m2",Apartamento,110658,BELEM,LISBOA,LISBOA,190.0,6000
Arrenda-se Moradia T5 isolada com piscina em Bicesse,Moradia,110501,ALCABIDECHE,CASCAIS,LISBOA,270.0,6000
"Algés | T4+1 em frente ao rio, piso alto, com varandas e ...",Apartamento,111012,ALGES,OEIRAS,LISBOA,249.0,6000
"Apartamento T2 para arrendar, sem móveis, novo a estrear ...",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,188.0,5900
"Apartamento T2 com ou sem móveis, para arrendar, no Monte...",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,119.0,2500
"Casa T4 em Leiria de 250,00 m2",Moradia,101207,VAU,OBIDOS,LEIRIA,250.0,5000
"Apartamento T3 sem móveis, para arrendar, em Algés.",Apartamento,111012,ALGES,OEIRAS,LISBOA,103.69,1900
Estúdio Mem Martins,Apartamento,111102,ALGUEIRAO-MEM MARTINS,SINTRA,LISBOA,65.0,950
Arrenda-se Apartamento T1 Renovado (Faria Guimarães - Porto),Apartamento,131210,PARANHOS,PORTO,PORTO,65.0,600
Apartamento T2 com jardim e Piscina privativos a estrear,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,170.0,5900
Moradia T6 para arrendamento,Moradia,110508,CASCAIS,CASCAIS,LISBOA,186.39,5900
Apartamento T0 para arrendar,Apartamento,131217,CEDOFEITA,PORTO,PORTO,23.03,850
Apartamento T1 Amadora,Apartamento,111513,AGUAS LIVRES,AMADORA,LISBOA,90.0,780
"Elegante Apartamento T2 com Acesso à Piscina na Quinta das Patinhas, C",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,110.0,2150
"Encantador Apartamento T2, mobilado e cozinha equipada, em São Domingo",Apartamento,110506,SAO DOMINGOS DE RANA,CASCAIS,LISBOA,90.0,1500
Arrenda-se T-1 Mobilado e Equipado Junto ao LIDL e Perto do Hosp.São,Apartamento,131210,PARANHOS,PORTO,PORTO,51.0,750
ARRENDO Apartamento T3- Paço de Sousa,Apartamento,131122,PACO DE SOUSA,PENAFIEL,PORTO,123.4,850
Moradia 2 quartos para arrendar no Linhó,Moradia,111128,SINTRA,SINTRA,LISBOA,86.0,1800
Estúdio ao Parque das Nações – vista rio,Apartamento,110727,SACAVEM,LOURES,LISBOA,74.0,1050
Apartamento T2 para arrendamento,Apartamento,311003,SAO VICENTE,SAO VICENTE,LISBOA,75.0,2200
Apartamento T3 para arrendamento,Apartamento,111409,VILA FRANCA DE XIRA,VILA FRANCA DE XIRA,LISBOA,115.0,1200
Apartamento T5 para arrendamento sem móveis nas Avenidas Novas,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,200.0,3300
Apartamento T5 para arrendamento sem móveis no Areeiro,Apartamento,110655,AREEIRO,LISBOA,LISBOA,160.0,4800
Moradia T3+2 sem móveis em Albarraque com jardim e piscina,Moradia,111108,RIO DE MOURO,SINTRA,LISBOA,370.0,5600
Apartamento T3 Duplex,Apartamento,110507,CARCAVELOS,CASCAIS,LISBOA,163.71,4750
APARTAMENTO T3 NO CENTRO DA LOURINHÃ - DISPONÍVEL PARA 01...,Apartamento,110812,LOURINHA,LOURINHA,LISBOA,170.0,2200
Apartamento T3 duplex para arrendamento com vista de mar na Parede,Apartamento,110507,CARCAVELOS,CASCAIS,LISBOA,164.0,4750
"Apartamento T3 para arrendamento na Foz do Douro, Porto",Apartamento,131216,ALDOAR,PORTO,PORTO,172.0,5250
"Apartamento T3 duplex sem móveis, a estrear, na Parede, i...",Apartamento,110507,CARCAVELOS,CASCAIS,LISBOA,164.0,4750
Apartamento T2 no Chiado,Apartamento,110665,SANTA MARIA MAIOR,LISBOA,LISBOA,95.45,3000
"Apartamento T3 para arrendamento com vista mar na Foz do Douro, Porto",Apartamento,131216,ALDOAR,PORTO,PORTO,172.0,5800
Excelente Moradia T2 em condomínio Fechado no Estoril,Moradia,110508,CASCAIS,CASCAIS,LISBOA,136.3,4500
Moradia V5 C/ Piscina Quarteira ao ano,Moradia,80805,QUARTEIRA,LOULE,FARO,325.0,3750
Vende-se ou Arrenda -se T3 ao Campo Alegre,Apartamento,131216,ALDOAR,PORTO,PORTO,100.0,1350
T3 em Manique com jardim,Apartamento,110501,ALCABIDECHE,CASCAIS,LISBOA,130.0,1700
Duplex T1: Elegância e Tranquilidade em Alvalade,Apartamento,110654,ALVALADE,LISBOA,LISBOA,22.0,995
"Apartamento T4 na Avenida da Liberdade, em Lisboa",Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,170.0,3500
Arrendo/vendo Apartamento T3 - 145m2 Alto de Tercena,Apartamento,111126,QUELUZ,SINTRA,LISBOA,145.0,1200
"Estudio(LOFT) zona nobre-QtªGrande,3 mints carro Shoping Colombo metro",Apartamento,110608,BENFICA,LISBOA,LISBOA,20.0,1095
Arrendo T1 Amadora perto estação comboio,Apartamento,111102,ALGUEIRAO-MEM MARTINS,SINTRA,LISBOA,50.0,800
"Moradia T0 Eirigo, Pala, Mortágua",Moradia,180805,MARMELEIRA,MORTAGUA,VISEU,50.0,375
ENTRECAMPOS - Apartamento T2  com garagem,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,100.0,1500
"Arrendo T1, Mesão Frio, Guimarães",Apartamento,30830,MESAO FRIO,GUIMARAES,BRAGA,65.0,600
Mimoso estudio T1 junto C comercial e metro Olivais,Apartamento,110633,OLIVAIS,LISBOA,LISBOA,20.0,1095
"Apartamento T3 para arrendamento, sem móveis no Alto do Restelo",Apartamento,110658,BELEM,LISBOA,LISBOA,197.0,5000
Apartamento T2 Quinta da Portela,Apartamento,60318,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,116.0,1000
T3 com terraço em Alcântara,Apartamento,110602,ALCANTARA,LISBOA,LISBOA,119.0,1925
Apartamento T2 com novo em condomínio no Estoril,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,125.31,2750
Férias Manta Rota semanal a 200m da praia,Apartamento,81601,VILA NOVA DE CACELA,VILA REAL DE SANTO ANTONIO,FARO,70.0,850
Apartamento T2 para arrendamento na Av. da Liberdade em Lisboa,Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,180.0,5700
Moradia T4 sem móveis inserida em condomínio de prestígio...,Moradia,110508,CASCAIS,CASCAIS,LISBOA,212.0,5000
"Apartamento T3+1 duplex sem móveis em Paço Arcos, inserid...",Apartamento,111014,OEIRAS,OEIRAS,LISBOA,180.0,2100
Moradia T3 com estacionamento para arrendamento em Cascais,Moradia,110508,CASCAIS,CASCAIS,LISBOA,137.0,3650
Furnished Apartment in Principe Real,Apartamento,110666,SANTO ANTONIO,LISBOA,LISBOA,92.0,2640
Moradia T4 com piscina privada no Condomínio Bom Sucesso ...,Moradia,101207,VAU,OBIDOS,LEIRIA,264.0,5000
"Moradia T4 sem móveis na Aldeia de Juzo, inserida em cond...",Moradia,110508,CASCAIS,CASCAIS,LISBOA,212.0,4500
"Apartamento T2 em Lisboa de 180,00 m2",Apartamento,110508,CASCAIS,CASCAIS,LISBOA,180.0,5900
Arrenda-se t2+1 Avenida dos Banhos,Apartamento,131315,POVOA DE VARZIM,POVOA DE VARZIM,PORTO,90.0,1300
Apartamento T1 com Lugar de Garagem em Aveiro,Apartamento,10517,GLORIA,AVEIRO,AVEIRO,55.0,925
Suite Host Residences,Apartamento,30804,AZUREM,GUIMARAES,BRAGA,20.0,375
Apartamento T2 para arrendamento,Apartamento,110618,LUMIAR,LISBOA,LISBOA,92.7,2200
Apartamento T2 para arrendamento,Apartamento,110659,CAMPO DE OURIQUE,LISBOA,LISBOA,61.2,1350
Apartamento T3 para arrendamento,Apartamento,111122,AGUALVA,SINTRA,LISBOA,117.45,1250
Apartamento T1 para arrendamento,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,54.6,1800
Apartamento T2 para arrendamento,Apartamento,111013,CARNAXIDE,OEIRAS,LISBOA,57.0,1200
Apartamento T3 para arrendamento,Apartamento,10702,ESPINHO,ESPINHO,AVEIRO,124.0,1500
T2 Centro da Amadora (Totalmente Remodelado),Apartamento,111517,VENTEIRA,AMADORA,LISBOA,65.0,1300
Apartamento T1 para arrendamento,Apartamento,130812,MATOSINHOS,MATOSINHOS,PORTO,82.7,1300
"Fantástico T2 para arrendamento em Braço de Prata, Rua Fernando Palha",Apartamento,110621,MARVILA,LISBOA,LISBOA,63.0,2100
Apartamento T2 para arrendamento,Apartamento,111014,OEIRAS,OEIRAS,LISBOA,96.0,1400
Apartamento T4 para arrendamento,Apartamento,60318,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,160.0,1750
Excelente T2 duplex em Algés com acabamentos de topo.,Apartamento,111012,ALGES,OEIRAS,LISBOA,239.0,2795
"T3 renovado e equipado | Verderena, Barreiro",Apartamento,150409,ALTO DO SEIXALINHO,BARREIRO,SETUBAL,86.0,1240
Furnished Apartment with balcony and parking in Lapa,Apartamento,110660,ESTRELA,LISBOA,LISBOA,65.0,2000
T1 mobilado e totalmente equipado C Colombo e metro,Apartamento,110608,BENFICA,LISBOA,LISBOA,25.0,1195
Apartamento T3 sem móveis nos Jardins da Parede com excel...,Apartamento,110507,CARCAVELOS,CASCAIS,LISBOA,140.5,2200
Apartamento T2 para arrendamento sem móveis nas Avenidas Novas,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,121.2,3300
"Apartamento T3 para arrendamento, sem móveis nas Avenidas Novas",Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,142.3,3700
Apartamento T2 na Quinta de São Gonçalo,Apartamento,110507,CARCAVELOS,CASCAIS,LISBOA,92.0,2200
Apartamento T3 para arrendamento mobilado e equipado em Cascais,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,130.0,5000
Apartamento T1 duplex no Monte Estoril,Apartamento,110508,CASCAIS,CASCAIS,LISBOA,80.0,2370
"Apartamento T2+1 em Câmara de Gaia, Próximo à Estação de Metro com ...",Apartamento,131727,MAFAMUDE,VILA NOVA DE GAIA,PORTO,105.0,1200
"Apartamento T2 para arrendamento mobilado em Belém, Lisboa",Apartamento,110658,BELEM,LISBOA,LISBOA,96.8,1950
Arrenda-se Agualva simpático T2 a 5 min Estação Transportes,Apartamento,111122,AGUALVA,SINTRA,LISBOA,70.0,850
T2 Arrendamento * * Totalmente Mobilado * * arrendamento ...,Apartamento,110727,SACAVEM,LOURES,LISBOA,70.0,2000
"Excelente T2 a estrear na Quinta dos Alcoutins, Lumiar",Apartamento,110618,LUMIAR,LISBOA,LISBOA,127.5,1800
T3 Avenidas Novas,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,112.17,2300
T2 Matosinhos - em Cond.Fechado c/ Piscina e Ténis,Apartamento,130812,MATOSINHOS,MATOSINHOS,PORTO,100.0,1300
Apartamento T1 para arrendamento,Apartamento,110618,LUMIAR,LISBOA,LISBOA,64.0,1050
Conforto em Benfica: Estúdio Mobilado e Moderno perto de tudo,Apartamento,110608,BENFICA,LISBOA,LISBOA,25.0,1195
Excelente Apartamento,Apartamento,131217,CEDOFEITA,PORTO,PORTO,55.3,990
"Apartamento, 85 m², Queluz e Belas",Apartamento,111126,QUELUZ,SINTRA,LISBOA,85.0,1300
Apartamento T1 novo em condomínio fechado com piscina em Gaia,Apartamento,131712,OLIVEIRA DO DOURO,VILA NOVA DE GAIA,PORTO,55.0,1150
Apartamento T3 para arrendamento,Apartamento,30812,COSTA,GUIMARAES,BRAGA,167.0,1400
"Apartamento T2 - Av. Dr. Antunes Guimarães, próximo a avenida Boavista",Apartamento,131216,ALDOAR,PORTO,PORTO,75.0,1500
Apartamento T3 para arrendamento,Apartamento,30884,OLIVEIRA,GUIMARAES,BRAGA,180.0,1500
Excelente T2 com terraço - AMORA,Apartamento,151002,AMORA,SEIXAL,SETUBAL,77.0,900
Estudio novo mobilado e equipado,Apartamento,131723,VILAR DE ANDORINHO,VILA NOVA DE GAIA,PORTO,40.0,750
BAIXA DE PREÇO - Leceia - Barcarena | Ótima Moradia Bi-Familiar V4,Moradia,111002,BARCARENA,OEIRAS,LISBOA,115.0,2200
Apartamento T2 para arrendamento,Apartamento,150312,ALMADA,ALMADA,SETUBAL,73.0,1200
Apartamento T2 para arrendamento,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,82.0,2000
Arrendamento  T3,Apartamento,131501,ALFENA,VALONGO,PORTO,130.0,2500
Moradia V3 em banda - Mexilhoeira Grande,Moradia,81102,MEXILHOEIRA GRANDE,PORTIMAO,FARO,142.0,2500
T2 no Alto de Algés com vista rio,Apartamento,111012,ALGES,OEIRAS,LISBOA,98.77,2200
Apartamento T3 em Arcozelo C/ Garagem,Apartamento,30209,ARCOZELO,BARCELOS,BRAGA,92.0,800
T4 com 163m2 a 350 metros do metro dos Combatentes,Apartamento,131210,PARANHOS,PORTO,PORTO,163.0,1350
Moradia T5 – ARRENDAMENTO – V. N. De Gaia – Carvalhos,Moradia,131731,SERZEDO,VILA NOVA DE GAIA,PORTO,169.0,2500
Moradia T4 para arrendamento,Moradia,111014,OEIRAS,OEIRAS,LISBOA,180.0,5750
Apartamento T5+1 com vista para o Parque Eduardo VII - Av...,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,230.0,5500
Apartamento T5 para arrendamento,Apartamento,110657,AVENIDAS NOVAS,LISBOA,LISBOA,253.8,5500
Moradia T5 C/Piscina Cerro azul,Moradia,81006,MONCARAPACHO,OLHAO,FARO,240.0,5500
